o 	 w 	 F_D
1.584151830298477392e+00 -1.755013368236677307e+00 1.386999999999996014e+00
1.583372455041040183e+00 -1.755065682136622840e+00 1.386999999999996014e+00
1.591756730375326612e+00 -1.754492915725422320e+00 1.386999999999996014e+00
1.582593056596035552e+00 -1.755117806444445261e+00 1.386999999999996014e+00
1.590977585825772422e+00 -1.754547067950635197e+00 1.386999999999996014e+00
1.581813635043044286e+00 -1.755169740936131539e+00 1.386999999999996014e+00
1.590198417273061438e+00 -1.754601032805080507e+00 1.386999999999996014e+00
1.581034190467104139e+00 -1.755221485383423596e+00 1.386999999999996014e+00
1.589419224801776664e+00 -1.754654810059744774e+00 1.386999999999996014e+00
1.580254722952343371e+00 -1.755273039559024362e+00 1.386999999999996014e+00
1.588640008489225153e+00 -1.754708399490280124e+00 1.386999999999996014e+00
1.579475232589938827e+00 -1.755324403234268527e+00 1.386999999999996014e+00
1.587860768420444657e+00 -1.754761800866483812e+00 1.386999999999996014e+00
1.587081504670923238e+00 -1.754815013965929316e+00 1.386999999999996014e+00
1.586302217342751675e+00 -1.754868038552110932e+00 1.386999999999996014e+00
1.585522906511190655e+00 -1.754920874402455588e+00 1.386999999999996014e+00
1.580972900610607468e+00 -1.757237018628840408e+00 1.387999999999995904e+00
1.589367566109114449e+00 -1.756670768847179431e+00 1.387999999999995904e+00
1.580192538054834728e+00 -1.757288532439528206e+00 1.387999999999995904e+00
1.588587454561146473e+00 -1.756724319388784483e+00 1.387999999999995904e+00
1.579412152661877400e+00 -1.757339855610821067e+00 1.387999999999995904e+00
1.587807319275025719e+00 -1.756777681743478814e+00 1.387999999999995904e+00
1.578631744521093339e+00 -1.757390987914389413e+00 1.387999999999995904e+00
1.587027160335562570e+00 -1.756830855681674519e+00 1.387999999999995904e+00
1.577851313717292925e+00 -1.757441929120428847e+00 1.387999999999995904e+00
1.586246977814493420e+00 -1.756883840979872824e+00 1.387999999999995904e+00
1.585466771808679454e+00 -1.756936637405249302e+00 1.387999999999995904e+00
1.584686542407705900e+00 -1.756989244727125810e+00 1.387999999999995904e+00
1.583906289679330115e+00 -1.757041662726137599e+00 1.387999999999995904e+00
1.583126013716320557e+00 -1.757093891167369915e+00 1.387999999999995904e+00
1.582345714603032860e+00 -1.757145929825169262e+00 1.387999999999995904e+00
1.581565392425641647e+00 -1.757197778469949068e+00 1.387999999999995904e+00
1.589959866732332472e+00 -1.756629983896455194e+00 1.387999999999995904e+00
1.580785047265319321e+00 -1.757249436875633064e+00 1.387999999999995904e+00
1.589179773263072804e+00 -1.756683677171488878e+00 1.387999999999995904e+00
1.580004679201874040e+00 -1.757300904815976228e+00 1.387999999999995904e+00
1.588399655995747395e+00 -1.756737182430708977e+00 1.387999999999995904e+00
1.579224288326482650e+00 -1.757352182059821466e+00 1.387999999999995904e+00
1.587619515006753801e+00 -1.756790499449484733e+00 1.387999999999995904e+00
1.578443874720544926e+00 -1.757403268381898309e+00 1.387999999999995904e+00
1.586839350378401292e+00 -1.756843627999200352e+00 1.387999999999995904e+00
1.577663438475919833e+00 -1.757454163551266824e+00 1.387999999999995904e+00
1.586059162205732065e+00 -1.756896567847813673e+00 1.387999999999995904e+00
1.585278950562187816e+00 -1.756949318771224400e+00 1.387999999999995904e+00
1.584498715535762159e+00 -1.757001880540076444e+00 1.387999999999995904e+00
1.583718457206490626e+00 -1.757054252926865345e+00 1.387999999999995904e+00
1.579215404584704885e+00 -1.759340091813756057e+00 1.388999999999995794e+00
1.587620130283664110e+00 -1.758778769142693710e+00 1.388999999999995794e+00
1.578434108201609121e+00 -1.759391143962952597e+00 1.388999999999995794e+00
1.586839082719333049e+00 -1.758831864821924107e+00 1.388999999999995794e+00
1.577652789189830429e+00 -1.759442004836317297e+00 1.388999999999995794e+00
1.586058011616824359e+00 -1.758884771685032211e+00 1.388999999999995794e+00
1.576871447632814949e+00 -1.759492674207281171e+00 1.388999999999995794e+00
1.585276917060834734e+00 -1.758937489503902718e+00 1.388999999999995794e+00
1.576090083619465787e+00 -1.759543151844966902e+00 1.388999999999995794e+00
1.584495799135378746e+00 -1.758990018048667503e+00 1.388999999999995794e+00
1.583714657926403646e+00 -1.759042357089914743e+00 1.388999999999995794e+00
1.582933493514854462e+00 -1.759094506400650904e+00 1.388999999999995794e+00
1.582152305995318642e+00 -1.759146465749085397e+00 1.388999999999995794e+00
1.581371095439191521e+00 -1.759198234911172554e+00 1.388999999999995794e+00
1.580589861930601359e+00 -1.759249813658075201e+00 1.388999999999995794e+00
1.579808605564362978e+00 -1.759301201757582422e+00 1.388999999999995794e+00
1.588213141732357059e+00 -1.758738329135841827e+00 1.388999999999995794e+00
1.579027326420739286e+00 -1.759352398983759613e+00 1.388999999999995794e+00
1.587432112094052883e+00 -1.758791568025497520e+00 1.388999999999995794e+00
1.578246024577264706e+00 -1.759403405110217200e+00 1.388999999999995794e+00
1.586651058858681296e+00 -1.758844618272052296e+00 1.388999999999995794e+00
1.577464700130118302e+00 -1.759454219904570849e+00 1.388999999999995794e+00
1.585869982102639852e+00 -1.758897479647137940e+00 1.388999999999995794e+00
1.576683353161154599e+00 -1.759504843139842567e+00 1.388999999999995794e+00
1.585088881911193681e+00 -1.758950151924056460e+00 1.388999999999995794e+00
1.575901983755866098e+00 -1.759555274587596863e+00 1.388999999999995794e+00
1.584307758375064878e+00 -1.759002634869452741e+00 1.388999999999995794e+00
1.583526611574971099e+00 -1.759054928258291683e+00 1.388999999999995794e+00
1.582745441591175251e+00 -1.759107031861692372e+00 1.388999999999995794e+00
1.581964248513035187e+00 -1.759158945448870304e+00 1.388999999999995794e+00
1.577507273871436411e+00 -1.761415095650414875e+00 1.389999999999995683e+00
1.585921925532840504e+00 -1.760858650212187904e+00 1.389999999999995683e+00
1.576725056122231905e+00 -1.761465690860590128e+00 1.389999999999995683e+00
1.585139954438712806e+00 -1.760911295593997172e+00 1.389999999999995683e+00
1.575942815948298659e+00 -1.761516094174520042e+00 1.389999999999995683e+00
1.584357960006610000e+00 -1.760963751545266742e+00 1.389999999999995683e+00
1.575160553437630284e+00 -1.761566305362139317e+00 1.389999999999995683e+00
1.583575942320091912e+00 -1.761016017836407599e+00 1.389999999999995683e+00
1.574378268669807568e+00 -1.761616324197418315e+00 1.389999999999995683e+00
1.582793901466015285e+00 -1.761068094237006720e+00 1.389999999999995683e+00
1.582011837527826259e+00 -1.761119980519522565e+00 1.389999999999995683e+00
1.581229750590562588e+00 -1.761171676452708112e+00 1.389999999999995683e+00
1.580447640744036875e+00 -1.761223181807118676e+00 1.389999999999995683e+00
1.579665508059189705e+00 -1.761274496359347852e+00 1.389999999999995683e+00
1.578883352634473880e+00 -1.761325619872987858e+00 1.389999999999995683e+00
1.578101174544467966e+00 -1.761376552124930495e+00 1.389999999999995683e+00
1.586515638333256817e+00 -1.760818551690655154e+00 1.389999999999995683e+00
1.577318973883304665e+00 -1.761427292880744178e+00 1.389999999999995683e+00
1.585733685006221805e+00 -1.760871340752356629e+00 1.389999999999995683e+00
1.576536750734657488e+00 -1.761477841914689035e+00 1.389999999999995683e+00
1.584951708287437810e+00 -1.760923940552836964e+00 1.389999999999995683e+00
1.575754505169239650e+00 -1.761528199002113215e+00 1.389999999999995683e+00
1.584169708250346531e+00 -1.760976350868012519e+00 1.389999999999995683e+00
1.574972237297100008e+00 -1.761578363904604316e+00 1.389999999999995683e+00
1.583387684980213095e+00 -1.761028571467270432e+00 1.389999999999995683e+00
1.574189947183949556e+00 -1.761628336400697714e+00 1.389999999999995683e+00
1.582605638558209904e+00 -1.761080602123763050e+00 1.389999999999995683e+00
1.581823569079151781e+00 -1.761132442603231318e+00 1.389999999999995683e+00
1.581041476618754160e+00 -1.761184092680276425e+00 1.389999999999995683e+00
1.580259361263191664e+00 -1.761235552124635895e+00 1.389999999999995683e+00
1.575847615231953824e+00 -1.763462610736996838e+00 1.390999999999995573e+00
1.584272061407101972e+00 -1.762910992793635279e+00 1.390999999999995573e+00
1.575064488331381796e+00 -1.763512753711773184e+00 1.390999999999995573e+00
1.583489179008491732e+00 -1.762963192431330040e+00 1.390999999999995573e+00
1.574281339203441377e+00 -1.763562704186033114e+00 1.390999999999995573e+00
1.582706273471085723e+00 -1.763015202036946727e+00 1.390999999999995573e+00
1.573498167934761938e+00 -1.763612461929356057e+00 1.390999999999995573e+00
1.581923344879239579e+00 -1.763067021381747201e+00 1.390999999999995573e+00
1.572714974613791838e+00 -1.763662026711604547e+00 1.390999999999995573e+00
1.581140393321287974e+00 -1.763118650233796325e+00 1.390999999999995573e+00
1.580357418874765330e+00 -1.763170088365668020e+00 1.390999999999995573e+00
1.579574421628574754e+00 -1.763221335546371504e+00 1.390999999999995573e+00
1.578791401672301475e+00 -1.763272391545492646e+00 1.390999999999995573e+00
1.578008359074839717e+00 -1.763323256138570994e+00 1.390999999999995573e+00
1.577225293939417128e+00 -1.763373929089657732e+00 1.390999999999995573e+00
1.576442206340157526e+00 -1.763424410172739432e+00 1.390999999999995573e+00
1.584866466261363627e+00 -1.762871232314301428e+00 1.390999999999995573e+00
1.575659096369601997e+00 -1.763474699156482695e+00 1.390999999999995573e+00
1.584083601489897575e+00 -1.762923576083411881e+00 1.390999999999995573e+00
1.574875964112106175e+00 -1.763524795811074908e+00 1.390999999999995573e+00
1.583300713509490976e+00 -1.762975729997314112e+00 1.390999999999995573e+00
1.574092809644522362e+00 -1.763574699910843258e+00 1.390999999999995573e+00
1.582517802415868147e+00 -1.763027693822527775e+00 1.390999999999995573e+00
1.573309633059619017e+00 -1.763624411223248201e+00 1.390999999999995573e+00
1.581734868289746743e+00 -1.763079467330111338e+00 1.390999999999995573e+00
1.572526434444252885e+00 -1.763673929520217065e+00 1.390999999999995573e+00
1.580951911209343308e+00 -1.763131050292712665e+00 1.390999999999995573e+00
1.580168931266289434e+00 -1.763182442478641976e+00 1.390999999999995573e+00
1.579385928544940754e+00 -1.763233643657990735e+00 1.390999999999995573e+00
1.578602903130335022e+00 -1.763284653601230545e+00 1.390999999999995573e+00
1.574235561180660881e+00 -1.765483199004417747e+00 1.391999999999995463e+00
1.582669673092038209e+00 -1.764936358985248921e+00 1.391999999999995463e+00
1.573451537077662721e+00 -1.765532894436840694e+00 1.391999999999995463e+00
1.581885891368241204e+00 -1.764988117417176205e+00 1.391999999999995463e+00
1.572667490951022984e+00 -1.765582396775916996e+00 1.391999999999995463e+00
1.581102086703349840e+00 -1.765039685230190170e+00 1.391999999999995463e+00
1.571883422879640335e+00 -1.765631705791742334e+00 1.391999999999995463e+00
1.580318259181492380e+00 -1.765091062194313887e+00 1.391999999999995463e+00
1.571099332957647476e+00 -1.765680821253168498e+00 1.391999999999995463e+00
1.579534408884523344e+00 -1.765142248080465048e+00 1.391999999999995463e+00
1.578750535898389984e+00 -1.765193242658346984e+00 1.391999999999995463e+00
1.577966640317225000e+00 -1.765244045693467712e+00 1.391999999999995463e+00
1.577182722212651100e+00 -1.765294656961526876e+00 1.391999999999995463e+00
1.576398781674026139e+00 -1.765345076230865562e+00 1.391999999999995463e+00
1.575614818791390093e+00 -1.765395303269724936e+00 1.391999999999995463e+00
1.574830833644778494e+00 -1.765445337849778085e+00 1.391999999999995463e+00
1.583264760905993995e+00 -1.764896933110323696e+00 1.391999999999995463e+00
1.574046826317637482e+00 -1.765495179741782605e+00 1.391999999999995463e+00
1.582480996663594652e+00 -1.764948836117794517e+00 1.391999999999995463e+00
1.573262796902962890e+00 -1.765544828713079495e+00 1.391999999999995463e+00
1.581697209411206728e+00 -1.765000548682111203e+00 1.391999999999995463e+00
1.572478745479880757e+00 -1.765594284536336156e+00 1.391999999999995463e+00
1.580913399235232220e+00 -1.765052070574674614e+00 1.391999999999995463e+00
1.571694672146843885e+00 -1.765643546977199829e+00 1.391999999999995463e+00
1.580129566215479286e+00 -1.765103401564613872e+00 1.391999999999995463e+00
1.570910576979112960e+00 -1.765692615811176758e+00 1.391999999999995463e+00
1.579345710452901841e+00 -1.765154541416626310e+00 1.391999999999995463e+00
1.578561832022533196e+00 -1.765205489904768887e+00 1.391999999999995463e+00
1.577777931008046863e+00 -1.765256246798861284e+00 1.391999999999995463e+00
1.576994007493343730e+00 -1.765306811868844195e+00 1.391999999999995463e+00
1.572670268864829524e+00 -1.767477404539023800e+00 1.392999999999995353e+00
1.581113920331073786e+00 -1.766935293056345335e+00 1.392999999999995353e+00
1.571885359275174920e+00 -1.767526657102358012e+00 1.392999999999995353e+00
1.580329251022302373e+00 -1.766986614803990552e+00 1.392999999999995353e+00
1.571100427858443283e+00 -1.767575715993500829e+00 1.392999999999995353e+00
1.579544558963771550e+00 -1.767037745360570344e+00 1.392999999999995353e+00
1.570315474697057567e+00 -1.767624580982984028e+00 1.392999999999995353e+00
1.578759844246658162e+00 -1.767088684494384276e+00 1.392999999999995353e+00
1.569530499875828156e+00 -1.767673251840716553e+00 1.392999999999995353e+00
1.577975106943835470e+00 -1.767139431979207309e+00 1.392999999999995353e+00
1.577190347153074157e+00 -1.767189987577623134e+00 1.392999999999995353e+00
1.576405564951453897e+00 -1.767240351064703230e+00 1.392999999999995353e+00
1.575620760429014666e+00 -1.767290522205609227e+00 1.392999999999995353e+00
1.574835933669202603e+00 -1.767340500772861978e+00 1.392999999999995353e+00
1.574051084757055463e+00 -1.767390286534344268e+00 1.392999999999995353e+00
1.573266213783977463e+00 -1.767439879257982627e+00 1.392999999999995353e+00
1.581709682191220878e+00 -1.766896198362539083e+00 1.392999999999995353e+00
1.572481320825456663e+00 -1.767489278716922740e+00 1.392999999999995353e+00
1.580925030212871008e+00 -1.766947665121054500e+00 1.392999999999995353e+00
1.571696405971987787e+00 -1.767538484679302080e+00 1.392999999999995353e+00
1.580140355422120280e+00 -1.766998940863080625e+00 1.392999999999995353e+00
1.570911469310427577e+00 -1.767587496914877487e+00 1.392999999999995353e+00
1.579355657903096954e+00 -1.767050025359918175e+00 1.392999999999995353e+00
1.570126510924676921e+00 -1.767636315193094720e+00 1.392999999999995353e+00
1.578570937738792423e+00 -1.767100918380683172e+00 1.392999999999995353e+00
1.569341530908641147e+00 -1.767684939280904866e+00 1.392999999999995353e+00
1.577786195015836057e+00 -1.767151619692921782e+00 1.392999999999995353e+00
1.577001429824495204e+00 -1.767202129064718852e+00 1.392999999999995353e+00
1.576216642236619947e+00 -1.767252446271820654e+00 1.392999999999995353e+00
1.575431832353618944e+00 -1.767302571075478390e+00 1.392999999999995353e+00
1.571150919044828953e+00 -1.769445754349441291e+00 1.393999999999995243e+00
1.579603986410813121e+00 -1.768908322209556960e+00 1.393999999999995243e+00
1.570365135449865335e+00 -1.769494568696156289e+00 1.393999999999995243e+00
1.578818441018764673e+00 -1.768959211777892948e+00 1.393999999999995243e+00
1.569579330221319680e+00 -1.769543188806413037e+00 1.393999999999995243e+00
1.578032873074771913e+00 -1.769009909594919217e+00 1.393999999999995243e+00
1.568793503441614945e+00 -1.769591614451470507e+00 1.393999999999995243e+00
1.577247282656141891e+00 -1.769060415433024946e+00 1.393999999999995243e+00
1.568007655204429085e+00 -1.769639845396464795e+00 1.393999999999995243e+00
1.576461669846207059e+00 -1.769110729060806353e+00 1.393999999999995243e+00
1.575676034739554865e+00 -1.769160850243446825e+00 1.393999999999995243e+00
1.574890377414174480e+00 -1.769210778753935287e+00 1.393999999999995243e+00
1.574104697967836586e+00 -1.769260514354092706e+00 1.393999999999995243e+00
1.573318996470799647e+00 -1.769310056822055666e+00 1.393999999999995243e+00
1.572533273016741617e+00 -1.769359405920879924e+00 1.393999999999995243e+00
1.571747527699567826e+00 -1.769408561417413539e+00 1.393999999999995243e+00
1.580200413584979202e+00 -1.768869555283355322e+00 1.393999999999995243e+00
1.570961760587945122e+00 -1.769457523088588280e+00 1.393999999999995243e+00
1.579414885378742639e+00 -1.768920590286573225e+00 1.393999999999995243e+00
1.570175971776460955e+00 -1.769506290698267481e+00 1.393999999999995243e+00
1.578629334556328701e+00 -1.768971433713564911e+00 1.393999999999995243e+00
1.569390161353108937e+00 -1.769554864015342011e+00 1.393999999999995243e+00
1.577843761187313731e+00 -1.769022085339907235e+00 1.393999999999995243e+00
1.568604329402472075e+00 -1.769603242811035981e+00 1.393999999999995243e+00
1.577058165365830433e+00 -1.769072544930162305e+00 1.393999999999995243e+00
1.567818476012316609e+00 -1.769651426853372511e+00 1.393999999999995243e+00
1.576272547187148376e+00 -1.769122812249357191e+00 1.393999999999995243e+00
1.575486906724254510e+00 -1.769172887071541966e+00 1.393999999999995243e+00
1.574701244067416184e+00 -1.769222769163036890e+00 1.393999999999995243e+00
1.573915559303262768e+00 -1.769272458293575490e+00 1.393999999999995243e+00
1.569676715130288613e+00 -1.771388759086334641e+00 1.394999999999995133e+00
1.578139077186175854e+00 -1.770855957304842132e+00 1.394999999999995133e+00
1.568890068786490843e+00 -1.771437139847373166e+00 1.394999999999995133e+00
1.577352666985856189e+00 -1.770906419181062619e+00 1.394999999999995133e+00
1.568103401000559671e+00 -1.771485325822066859e+00 1.394999999999995133e+00
1.576566234424245039e+00 -1.770956688761118558e+00 1.394999999999995133e+00
1.567316711852075883e+00 -1.771533316781874090e+00 1.394999999999995133e+00
1.575779779577512585e+00 -1.771006765815916761e+00 1.394999999999995133e+00
1.566530001449837783e+00 -1.771581112486959819e+00 1.394999999999995133e+00
1.574993302529332340e+00 -1.771056650114125164e+00 1.394999999999995133e+00
1.574206803373837005e+00 -1.771106341421493147e+00 1.394999999999995133e+00
1.573420282200611808e+00 -1.771155839505826002e+00 1.394999999999995133e+00
1.572633739085144811e+00 -1.771205144137892207e+00 1.394999999999995133e+00
1.571847174116339119e+00 -1.771254255084912188e+00 1.394999999999995133e+00
1.571060587386053697e+00 -1.771303172113405155e+00 1.394999999999995133e+00
1.570273978974551454e+00 -1.771351894995571996e+00 1.394999999999995133e+00
1.578736161113855729e+00 -1.770817514748366905e+00 1.394999999999995133e+00
1.569487348968916507e+00 -1.771400423498005194e+00 1.394999999999995133e+00
1.577949767956329907e+00 -1.770868122472393447e+00 1.394999999999995133e+00
1.568700697454413984e+00 -1.771448757390168938e+00 1.394999999999995133e+00
1.577163352362024540e+00 -1.770918538079795379e+00 1.394999999999995133e+00
1.567914024516536386e+00 -1.771496896441270064e+00 1.394999999999995133e+00
1.576376914423935460e+00 -1.770968761336551012e+00 1.394999999999995133e+00
1.567127330251008033e+00 -1.771544840416180655e+00 1.394999999999995133e+00
1.575590454227100423e+00 -1.771018792009191323e+00 1.394999999999995133e+00
1.566340614732634862e+00 -1.771592589087857883e+00 1.394999999999995133e+00
1.574803971854283446e+00 -1.771068629868532529e+00 1.394999999999995133e+00
1.574017467389840164e+00 -1.771118274683460392e+00 1.394999999999995133e+00
1.573230940925856913e+00 -1.771167726219516458e+00 1.394999999999995133e+00
1.572444392542369229e+00 -1.771216984246876125e+00 1.394999999999995133e+00
1.568246882261735919e+00 -1.773306913727556333e+00 1.395999999999995023e+00
1.576718420153621736e+00 -1.772778693552357288e+00 1.395999999999995023e+00
1.567459384199683115e+00 -1.773354865514871204e+00 1.395999999999995023e+00
1.575931156202440064e+00 -1.772828732202438751e+00 1.395999999999995023e+00
1.566671864886945542e+00 -1.773402621978467986e+00 1.395999999999995023e+00
1.575143870072661656e+00 -1.772878578026350960e+00 1.395999999999995023e+00
1.565884324410948381e+00 -1.773450182884914073e+00 1.395999999999995023e+00
1.574356561850688507e+00 -1.772928230790450588e+00 1.395999999999995023e+00
1.565096762860139989e+00 -1.773497548004323576e+00 1.395999999999995023e+00
1.573569231620307818e+00 -1.772977690264201156e+00 1.395999999999995023e+00
1.572781879465647847e+00 -1.773026956215756345e+00 1.395999999999995023e+00
1.571994505482432913e+00 -1.773076028409102500e+00 1.395999999999995023e+00
1.571207109748652186e+00 -1.773124906615145546e+00 1.395999999999995023e+00
1.570419692352526653e+00 -1.773173590602133975e+00 1.395999999999995023e+00
1.569632253380458309e+00 -1.773222080135946177e+00 1.395999999999995023e+00
1.568844792915211173e+00 -1.773270374987922393e+00 1.395999999999995023e+00
1.577316152435859209e+00 -1.772740571985181424e+00 1.395999999999995023e+00
1.568057311047507341e+00 -1.773318474924109545e+00 1.395999999999995023e+00
1.576528905382634349e+00 -1.772790756886772012e+00 1.395999999999995023e+00
1.567269807863066688e+00 -1.773366379711042162e+00 1.395999999999995023e+00
1.575741636083169084e+00 -1.772840749139904082e+00 1.395999999999995023e+00
1.566482283450110202e+00 -1.773414089118994674e+00 1.395999999999995023e+00
1.574954344625684399e+00 -1.772890548509981290e+00 1.395999999999995023e+00
1.565694737890492405e+00 -1.773461602917165925e+00 1.395999999999995023e+00
1.574167031098173908e+00 -1.772940154765467291e+00 1.395999999999995023e+00
1.564907171276072262e+00 -1.773508920870586314e+00 1.395999999999995023e+00
1.573379695589768090e+00 -1.772989567670668398e+00 1.395999999999995023e+00
1.572592338170725412e+00 -1.773038787001752992e+00 1.395999999999995023e+00
1.571804958940408170e+00 -1.773087812518984396e+00 1.395999999999995023e+00
1.571017557982944624e+00 -1.773136643993212136e+00 1.395999999999995023e+00
1.566860666422474679e+00 -1.775200698238790675e+00 1.396999999999994913e+00
1.575341263597930919e+00 -1.774677011154464523e+00 1.396999999999994913e+00
1.566072327470951819e+00 -1.775248225635654542e+00 1.396999999999994913e+00
1.574553156736154591e+00 -1.774726631023755719e+00 1.396999999999994913e+00
1.565283967452348435e+00 -1.775295557186748585e+00 1.396999999999994913e+00
1.573765027883819556e+00 -1.774776057547261088e+00 1.396999999999994913e+00
1.564495586462047783e+00 -1.775342692655638155e+00 1.396999999999994913e+00
1.572976877120279227e+00 -1.774825290493669439e+00 1.396999999999994913e+00
1.563707184581108578e+00 -1.775389631813531599e+00 1.396999999999994913e+00
1.572188704543872717e+00 -1.774874329627362357e+00 1.396999999999994913e+00
1.571400510232589198e+00 -1.774923174716958707e+00 1.396999999999994913e+00
1.570612294271239051e+00 -1.774971825531477698e+00 1.396999999999994913e+00
1.569824056748725383e+00 -1.775020281837342839e+00 1.396999999999994913e+00
1.569035797748266958e+00 -1.775068543401264520e+00 1.396999999999994913e+00
1.568247517360358501e+00 -1.775116609991594929e+00 1.396999999999994913e+00
1.567459215670947259e+00 -1.775164481374450931e+00 1.396999999999994913e+00
1.575939636003912625e+00 -1.774639207207701297e+00 1.396999999999994913e+00
1.566670892760978262e+00 -1.775212157321603090e+00 1.396999999999994913e+00
1.575151545900713046e+00 -1.774688973722654106e+00 1.396999999999994913e+00
1.565882548730950674e+00 -1.775259637593180395e+00 1.396999999999994913e+00
1.574363433735900486e+00 -1.774738547069933947e+00 1.396999999999994913e+00
1.565094183659763161e+00 -1.775306921961200768e+00 1.396999999999994913e+00
1.573575299597923305e+00 -1.774787927016060252e+00 1.396999999999994913e+00
1.564305797629952366e+00 -1.775354010195007604e+00 1.396999999999994913e+00
1.572787143581141578e+00 -1.774837113326182880e+00 1.396999999999994913e+00
1.563517390730648771e+00 -1.775400902061189612e+00 1.396999999999994913e+00
1.571998965761952860e+00 -1.774886105769625466e+00 1.396999999999994913e+00
1.571210766225622280e+00 -1.774934904115529122e+00 1.396999999999994913e+00
1.570422545068328901e+00 -1.774983508125641096e+00 1.396999999999994913e+00
1.569634302362604927e+00 -1.775031917574773299e+00 1.396999999999994913e+00
1.565517333638343445e+00 -1.777070578175069970e+00 1.397999999999994802e+00
1.574006875762631097e+00 -1.776551375922204246e+00 1.397999999999994802e+00
1.564728164401945065e+00 -1.777117685747225284e+00 1.397999999999994802e+00
1.573217936629983882e+00 -1.776600581431757364e+00 1.397999999999994802e+00
1.563938974292984341e+00 -1.777164596958854759e+00 1.397999999999994802e+00
1.572428975686062103e+00 -1.776649593091500279e+00 1.397999999999994802e+00
1.563149763395589531e+00 -1.777211311579487196e+00 1.397999999999994802e+00
1.571639993019086745e+00 -1.776698410667394201e+00 1.397999999999994802e+00
1.562360531791046725e+00 -1.777257829378025900e+00 1.397999999999994802e+00
1.570850988727055864e+00 -1.776747033920636820e+00 1.397999999999994802e+00
1.570061962876362571e+00 -1.776795462627058120e+00 1.397999999999994802e+00
1.569272915563413306e+00 -1.776843696549205598e+00 1.397999999999994802e+00
1.568483846872791077e+00 -1.776891735454646515e+00 1.397999999999994802e+00
1.567694756893398988e+00 -1.776939579108653078e+00 1.397999999999994802e+00
1.566905645710502171e+00 -1.776987227280868442e+00 1.397999999999994802e+00
1.566116513410275246e+00 -1.777034679736079870e+00 1.397999999999994802e+00
1.574605880216157772e+00 -1.776513886248715091e+00 1.397999999999994802e+00
1.565327360091853137e+00 -1.777081936238361415e+00 1.397999999999994802e+00
1.573816957687018459e+00 -1.776563238792431276e+00 1.397999999999994802e+00
1.564538185825949057e+00 -1.777128996561968988e+00 1.397999999999994802e+00
1.573028013302948835e+00 -1.776612397655537245e+00 1.397999999999994802e+00
1.563748990699647123e+00 -1.777175860470941560e+00 1.397999999999994802e+00
1.572239047118745958e+00 -1.776661362616567486e+00 1.397999999999994802e+00
1.562959774811627511e+00 -1.777222527731123547e+00 1.397999999999994802e+00
1.571450059240365960e+00 -1.776710133432943817e+00 1.397999999999994802e+00
1.562170538242380502e+00 -1.777268998111726450e+00 1.397999999999994802e+00
1.570661049743979021e+00 -1.776758709877317433e+00 1.397999999999994802e+00
1.569872018718260875e+00 -1.776807091715199682e+00 1.397999999999994802e+00
1.569082966256434730e+00 -1.776855278710418151e+00 1.397999999999994802e+00
1.568293892439900361e+00 -1.776903270632518961e+00 1.397999999999994802e+00
1.564216169169970527e+00 -1.778917005277502517e+00 1.398999999999994692e+00
1.572714544071924792e+00 -1.778402239860872092e+00 1.398999999999994692e+00
1.563426180068777427e+00 -1.778963697558382906e+00 1.398999999999994692e+00
1.571924783099515111e+00 -1.778451035410587799e+00 1.398999999999994692e+00
1.562636170276352487e+00 -1.779010192982099614e+00 1.398999999999994692e+00
1.571135000503755208e+00 -1.778499636615112678e+00 1.398999999999994692e+00
1.561846139879893514e+00 -1.779056491316091337e+00 1.398999999999994692e+00
1.570345196363884810e+00 -1.778548043243219023e+00 1.398999999999994692e+00
1.561056088965234068e+00 -1.779102592326843757e+00 1.398999999999994692e+00
1.569555370775173486e+00 -1.778596255058575437e+00 1.398999999999994692e+00
1.568765523813564045e+00 -1.778644271829926904e+00 1.398999999999994692e+00
1.567975655578418781e+00 -1.778692093320038303e+00 1.398999999999994692e+00
1.567185766149318482e+00 -1.778739719298502608e+00 1.398999999999994692e+00
1.566395855609027166e+00 -1.778787149532465417e+00 1.398999999999994692e+00
1.565605924057134501e+00 -1.778834383782667006e+00 1.398999999999994692e+00
1.564815971571174913e+00 -1.778881421822262610e+00 1.398999999999994692e+00
1.573314172639019404e+00 -1.778365061131300884e+00 1.398999999999994692e+00
1.564025998241643123e+00 -1.778928263414508271e+00 1.398999999999994692e+00
1.572524428144266295e+00 -1.778414004085439926e+00 1.398999999999994692e+00
1.563236004151303149e+00 -1.778974908327440430e+00 1.398999999999994692e+00
1.571734661959428792e+00 -1.778462752871086794e+00 1.398999999999994692e+00
1.562445989392696077e+00 -1.779021356326708547e+00 1.398999999999994692e+00
1.570944874164997174e+00 -1.778511307259300178e+00 1.398999999999994692e+00
1.561655954048813300e+00 -1.779067607180627064e+00 1.398999999999994692e+00
1.570155064859878991e+00 -1.778559667009431244e+00 1.398999999999994692e+00
1.560865898208330549e+00 -1.779113660655400775e+00 1.398999999999994692e+00
1.569365234117515939e+00 -1.778607831893570301e+00 1.398999999999994692e+00
1.568575382029539611e+00 -1.778655801675768089e+00 1.398999999999994692e+00
1.567785508684853113e+00 -1.778703576121672958e+00 1.398999999999994692e+00
1.566995614165083595e+00 -1.778751154999663520e+00 1.398999999999994692e+00
1.562956476785291926e+00 -1.780740418018811777e+00 1.399999999999994582e+00
1.571463574390019602e+00 -1.780230041720688439e+00 1.399999999999994582e+00
