o 	 w 	 F_D
1.409000955312425418e+00 -1.863068833234914790e+00 1.426999999999991608e+00
1.380154558731067738e+00 -1.870772568531830604e+00 1.427999999999991498e+00
1.748354846526023465e+00 -1.749690980916658534e+00 1.427999999999991498e+00
1.379323783966729167e+00 -1.870790749653770568e+00 1.427999999999991498e+00
1.747577836993908562e+00 -1.749739191810459227e+00 1.427999999999991498e+00
1.378493001348449098e+00 -1.870808668784083473e+00 1.427999999999991498e+00
1.746800805860839745e+00 -1.749787265047521911e+00 1.427999999999991498e+00
1.377662210963539025e+00 -1.870826325686222535e+00 1.427999999999991498e+00
1.746023753228225672e+00 -1.749835200380268629e+00 1.427999999999991498e+00
1.376831412906359020e+00 -1.870843720121632359e+00 1.427999999999991498e+00
1.745246679192927530e+00 -1.749882997561337250e+00 1.427999999999991498e+00
1.744469583834753479e+00 -1.749930656353371861e+00 1.427999999999991498e+00
1.743692467238968646e+00 -1.749978176514343398e+00 1.427999999999991498e+00
1.742915329487200182e+00 -1.750025557804495646e+00 1.427999999999991498e+00
1.742138170663121599e+00 -1.750072799983545702e+00 1.427999999999991498e+00
1.741360990834945000e+00 -1.750119902817043549e+00 1.427999999999991498e+00
1.740583790066107639e+00 -1.750166866072214944e+00 1.427999999999991498e+00
1.389723243032793931e+00 -1.870544344602348197e+00 1.427999999999991498e+00
1.739806568435735556e+00 -1.750213689512709614e+00 1.427999999999991498e+00
1.388892569761697615e+00 -1.870565525320065259e+00 1.427999999999991498e+00
1.739029326007266008e+00 -1.750260372904041128e+00 1.427999999999991498e+00
1.388061887158503538e+00 -1.870586446888684140e+00 1.427999999999991498e+00
1.738252062856187052e+00 -1.750306916010616831e+00 1.427999999999991498e+00
1.387231195335534295e+00 -1.870607109063133766e+00 1.427999999999991498e+00
1.737474779052757157e+00 -1.750353318597322794e+00 1.427999999999991498e+00
1.386400494404657735e+00 -1.870627511600585491e+00 1.427999999999991498e+00
1.736697474658367213e+00 -1.750399580432196345e+00 1.427999999999991498e+00
1.385569784482061806e+00 -1.870647654254855352e+00 1.427999999999991498e+00
1.384739065682342840e+00 -1.870667536784183405e+00 1.427999999999991498e+00
1.383908338117368686e+00 -1.870687158945539608e+00 1.427999999999991498e+00
1.383077601908556886e+00 -1.870706520490815095e+00 1.427999999999991498e+00
1.359052061838145420e+00 -1.876822493460735375e+00 1.428999999999991388e+00
1.780097295143729497e+00 -1.737825648325433070e+00 1.428999999999991388e+00
1.358218602057181812e+00 -1.876837453092419450e+00 1.428999999999991388e+00
1.779325553517477232e+00 -1.737873789617592424e+00 1.428999999999991388e+00
1.357385135695228229e+00 -1.876852143472917955e+00 1.428999999999991388e+00
1.778553790537880985e+00 -1.737921803314888880e+00 1.428999999999991388e+00
1.356551662868699992e+00 -1.876866564362296819e+00 1.428999999999991388e+00
1.777782006264285286e+00 -1.737969689187344402e+00 1.428999999999991388e+00
1.355718183698900958e+00 -1.876880715517118547e+00 1.428999999999991388e+00
1.777010200752396685e+00 -1.738017447007316640e+00 1.428999999999991388e+00
1.776238374060650216e+00 -1.738065076545854293e+00 1.428999999999991388e+00
1.775466526241341825e+00 -1.738112577576639284e+00 1.428999999999991388e+00
1.774694657351769678e+00 -1.738159949870123233e+00 1.428999999999991388e+00
1.773922767459463756e+00 -1.738207193194914568e+00 1.428999999999991388e+00
1.773150856628998184e+00 -1.738254307318967795e+00 1.428999999999991388e+00
1.772378924896070629e+00 -1.738301292023109124e+00 1.428999999999991388e+00
1.368651790849643390e+00 -1.876630846795391161e+00 1.428999999999991388e+00
1.771606972319798246e+00 -1.738348147077614092e+00 1.428999999999991388e+00
1.367818415496618201e+00 -1.876648890300532280e+00 1.428999999999991388e+00
1.770834998971576368e+00 -1.738394872249052758e+00 1.428999999999991388e+00
1.366985032189834470e+00 -1.876666667352696161e+00 1.428999999999991388e+00
1.770063004898471348e+00 -1.738441467313283750e+00 1.428999999999991388e+00
1.366151641040250553e+00 -1.876684177711418489e+00 1.428999999999991388e+00
1.769290990167558419e+00 -1.738487932038042194e+00 1.428999999999991388e+00
1.365318242181789543e+00 -1.876701421127632941e+00 1.428999999999991388e+00
1.768518954833407264e+00 -1.738534266195883582e+00 1.428999999999991388e+00
1.364484835722453937e+00 -1.876718397361893054e+00 1.428999999999991388e+00
1.363651421784798146e+00 -1.876735106170332568e+00 1.428999999999991388e+00
1.362818000487738601e+00 -1.876751547309718493e+00 1.428999999999991388e+00
1.361984571947235878e+00 -1.876767720537306339e+00 1.428999999999991388e+00
1.341098923101629481e+00 -1.881855419373091420e+00 1.429999999999991278e+00
1.808670178667181716e+00 -1.727028671591589237e+00 1.429999999999991278e+00
1.340263228947751628e+00 -1.881867511315810315e+00 1.429999999999991278e+00
1.807903231829012469e+00 -1.727076401184685972e+00 1.429999999999991278e+00
1.339427529484471080e+00 -1.881879327804944158e+00 1.429999999999991278e+00
1.807136263826787825e+00 -1.727124012190010438e+00 1.429999999999991278e+00
1.338591824834342248e+00 -1.881890868599344735e+00 1.429999999999991278e+00
1.806369274700298178e+00 -1.727171504387020384e+00 1.429999999999991278e+00
1.337756115121738532e+00 -1.881902133457466597e+00 1.429999999999991278e+00
1.805602264517414568e+00 -1.727218877544487885e+00 1.429999999999991278e+00
1.804835233322020116e+00 -1.727266131440962749e+00 1.429999999999991278e+00
1.804068181167320262e+00 -1.727313265850466850e+00 1.429999999999991278e+00
1.803301108098789740e+00 -1.727360280551124561e+00 1.429999999999991278e+00
1.802534014186459643e+00 -1.727407175311000520e+00 1.429999999999991278e+00
1.801766899477396322e+00 -1.727453949906685660e+00 1.429999999999991278e+00
1.800999764028897943e+00 -1.727500604111456672e+00 1.429999999999991278e+00
1.350724479913541387e+00 -1.881696356671364256e+00 1.429999999999991278e+00
1.800232607884620251e+00 -1.727547137703767888e+00 1.429999999999991278e+00
1.349888855693212264e+00 -1.881711604023296180e+00 1.429999999999991278e+00
1.799465431109592117e+00 -1.727593550454096905e+00 1.429999999999991278e+00
1.349053224762858605e+00 -1.881726578705594122e+00 1.429999999999991278e+00
1.798698233736555352e+00 -1.727639842145242577e+00 1.429999999999991278e+00
1.348217587247990679e+00 -1.881741280477350120e+00 1.429999999999991278e+00
1.797931015825081857e+00 -1.727686012549686678e+00 1.429999999999991278e+00
1.347381943265705928e+00 -1.881755709096203821e+00 1.429999999999991278e+00
1.797163777453842926e+00 -1.727732061431657806e+00 1.429999999999991278e+00
1.346546292931510180e+00 -1.881769864321416019e+00 1.429999999999991278e+00
1.345710636376370672e+00 -1.881783745906387528e+00 1.429999999999991278e+00
1.344874973713064747e+00 -1.881797353613301027e+00 1.429999999999991278e+00
1.344039305070285906e+00 -1.881810687198524956e+00 1.429999999999991278e+00
1.325409740853263685e+00 -1.886163895886624919e+00 1.430999999999991168e+00
1.834958326631987546e+00 -1.717005807585803012e+00 1.430999999999991168e+00
1.324572133974047716e+00 -1.886173387361032239e+00 1.430999999999991168e+00
1.834195830885445133e+00 -1.717052866889503981e+00 1.430999999999991168e+00
1.323734522944693737e+00 -1.886182597961742813e+00 1.430999999999991168e+00
1.833433314258382296e+00 -1.717099815788372341e+00 1.430999999999991168e+00
1.322896907888210905e+00 -1.886191527449738281e+00 1.430999999999991168e+00
1.832670776807642454e+00 -1.717146654055698329e+00 1.430999999999991168e+00
1.322059288926812570e+00 -1.886200175585288186e+00 1.430999999999991168e+00
1.831908218583588877e+00 -1.717193381469261482e+00 1.430999999999991168e+00
1.831145639631696298e+00 -1.717239997808837737e+00 1.430999999999991168e+00
1.830383040015629348e+00 -1.717286502845129181e+00 1.430999999999991168e+00
1.829620419761081251e+00 -1.717332896366059902e+00 1.430999999999991168e+00
1.828857778931034517e+00 -1.717379178144007534e+00 1.430999999999991168e+00
1.828095117570054384e+00 -1.717425347958515758e+00 1.430999999999991168e+00
1.827332435737258010e+00 -1.717471405583236521e+00 1.430999999999991168e+00
1.335057412035329349e+00 -1.886034395762262728e+00 1.430999999999991168e+00
1.826569733466296697e+00 -1.717517350802261422e+00 1.430999999999991168e+00
1.334219861949964780e+00 -1.886047105138838775e+00 1.430999999999991168e+00
1.825807010826292043e+00 -1.717563183385727221e+00 1.430999999999991168e+00
1.333382306279620622e+00 -1.886059536415934934e+00 1.430999999999991168e+00
1.825044267864310399e+00 -1.717608903111982777e+00 1.430999999999991168e+00
1.332544745155718857e+00 -1.886071689350774072e+00 1.430999999999991168e+00
1.824281504608318727e+00 -1.717654509767734039e+00 1.430999999999991168e+00
1.331707178693537941e+00 -1.886083563705960753e+00 1.430999999999991168e+00
1.823518721135169329e+00 -1.717700003119966734e+00 1.430999999999991168e+00
1.330869607019725009e+00 -1.886095159237783703e+00 1.430999999999991168e+00
1.330032030257743969e+00 -1.886106475705022545e+00 1.430999999999991168e+00
1.329194448537425188e+00 -1.886117512865754575e+00 1.430999999999991168e+00
1.328356861979958836e+00 -1.886128270480711855e+00 1.430999999999991168e+00
1.311450093310543963e+00 -1.889923991585126473e+00 1.431999999999991058e+00
1.859496159436968554e+00 -1.707579638609190820e+00 1.431999999999991058e+00
1.310610817185224874e+00 -1.889931096226215246e+00 1.431999999999991058e+00
1.858737849838629330e+00 -1.707625820537058248e+00 1.431999999999991058e+00
1.309771537968988042e+00 -1.889937915175211813e+00 1.431999999999991058e+00
1.857979519756764120e+00 -1.707671899587060338e+00 1.431999999999991058e+00
1.308932255786661614e+00 -1.889944448194024185e+00 1.431999999999991058e+00
1.857221169232641245e+00 -1.707717875540197161e+00 1.431999999999991058e+00
1.308092970765802221e+00 -1.889950695043101980e+00 1.431999999999991058e+00
1.856462798313781803e+00 -1.707763748178084962e+00 1.431999999999991058e+00
1.855704407055437599e+00 -1.707809517276666078e+00 1.431999999999991058e+00
1.854945995484893473e+00 -1.707855182624200996e+00 1.431999999999991058e+00
1.854187563666950922e+00 -1.707900743993495896e+00 1.431999999999991058e+00
1.853429111635943372e+00 -1.707946201170102540e+00 1.431999999999991058e+00
1.852670639443257272e+00 -1.707991553932760365e+00 1.431999999999991058e+00
1.851912147126181907e+00 -1.708036802065824977e+00 1.431999999999991058e+00
1.321117067598496675e+00 -1.889821636517272196e+00 1.431999999999991058e+00
1.851153634746562915e+00 -1.708081945342748043e+00 1.431999999999991058e+00
1.320277836195533183e+00 -1.889832014644219127e+00 1.431999999999991058e+00
1.850395102342599074e+00 -1.708126983547474609e+00 1.431999999999991058e+00
1.319438600247142546e+00 -1.889842109840859097e+00 1.431999999999991058e+00
1.849636549962493604e+00 -1.708171916461127537e+00 1.431999999999991058e+00
1.318599359884064626e+00 -1.889851921865998152e+00 1.431999999999991058e+00
1.848877977646036896e+00 -1.708216743865763387e+00 1.431999999999991058e+00
1.317760115227034845e+00 -1.889861450480124550e+00 1.431999999999991058e+00
1.848119385450299745e+00 -1.708261465537784352e+00 1.431999999999991058e+00
1.316920866400881351e+00 -1.889870695443327753e+00 1.431999999999991058e+00
1.316081613528613303e+00 -1.889879656517897022e+00 1.431999999999991058e+00
1.315242356738696827e+00 -1.889888333460375769e+00 1.431999999999991058e+00
1.314403096161417039e+00 -1.889896726029795415e+00 1.431999999999991058e+00
1.298867782055470599e+00 -1.893251374690211541e+00 1.432999999999990948e+00
1.882636179665052367e+00 -1.698633326529731535e+00 1.432999999999990948e+00
1.298027028801730154e+00 -1.893256269860472463e+00 1.432999999999990948e+00
1.881881843164645574e+00 -1.698678458828700277e+00 1.432999999999990948e+00
1.297186273434778769e+00 -1.893260874998553778e+00 1.432999999999990948e+00
1.881127486652058423e+00 -1.698723495253974924e+00 1.432999999999990948e+00
1.296345516088653227e+00 -1.893265189864148601e+00 1.432999999999990948e+00
1.880373110157531613e+00 -1.698768435594005588e+00 1.432999999999990948e+00
1.295504756890796472e+00 -1.893269214220939078e+00 1.432999999999990948e+00
1.879618713727335688e+00 -1.698813279630911444e+00 1.432999999999990948e+00
1.878864297402852657e+00 -1.698858027148616223e+00 1.432999999999990948e+00
1.878109861222963417e+00 -1.698902677933117111e+00 1.432999999999990948e+00
1.877355405235416441e+00 -1.698947231764174726e+00 1.432999999999990948e+00
1.876600929480684243e+00 -1.698991688427975877e+00 1.432999999999990948e+00
1.875846434014928121e+00 -1.699036047700445584e+00 1.432999999999990948e+00
1.875091918877028974e+00 -1.699080309368738995e+00 1.432999999999990948e+00
1.308551840891031048e+00 -1.893174156160160937e+00 1.432999999999990948e+00
1.874337384094271641e+00 -1.699124473222272114e+00 1.432999999999990948e+00
1.307711121190482828e+00 -1.893182374896409614e+00 1.432999999999990948e+00
1.873582829721680554e+00 -1.699168539039072945e+00 1.432999999999990948e+00
1.306870397905615988e+00 -1.893190306349472163e+00 1.432999999999990948e+00
1.872828255799046104e+00 -1.699212506604848683e+00 1.432999999999990948e+00
1.306029671158302818e+00 -1.893197950282297093e+00 1.432999999999990948e+00
1.872073662387304438e+00 -1.699256375694733867e+00 1.432999999999990948e+00
1.305188941082921161e+00 -1.893205306450672420e+00 1.432999999999990948e+00
1.871319049505100196e+00 -1.699300146102633358e+00 1.432999999999990948e+00
1.304348207802252801e+00 -1.893212374619076988e+00 1.432999999999990948e+00
1.303507471447947097e+00 -1.893219154546564198e+00 1.432999999999990948e+00
1.302666732148697548e+00 -1.893225645994599526e+00 1.432999999999990948e+00
1.301825990032288161e+00 -1.893231848724473476e+00 1.432999999999990948e+00
1.287415997253891220e+00 -1.896226826102511920e+00 1.433999999999990838e+00
1.904625686151927511e+00 -1.690085024031558136e+00 1.433999999999990838e+00
1.286573923121100194e+00 -1.896229663066355098e+00 1.433999999999990838e+00
1.903875146034632593e+00 -1.690128959488595539e+00 1.433999999999990838e+00
1.285731847794483684e+00 -1.896232206046820412e+00 1.433999999999990838e+00
1.903124586429594700e+00 -1.690172805644837073e+00 1.433999999999990838e+00
1.284889771405463677e+00 -1.896234454806136727e+00 1.433999999999990838e+00
1.902374007371715692e+00 -1.690216562289228230e+00 1.433999999999990838e+00
1.284047694082165236e+00 -1.896236409109500087e+00 1.433999999999990838e+00
1.901623408898853285e+00 -1.690260229208111031e+00 1.433999999999990838e+00
1.900872791066941403e+00 -1.690303806181085999e+00 1.433999999999990838e+00
1.900122153889167720e+00 -1.690347293005980855e+00 1.433999999999990838e+00
1.899371497418510302e+00 -1.690390689463226126e+00 1.433999999999990838e+00
1.898620821706582973e+00 -1.690433995334598594e+00 1.433999999999990838e+00
1.897870126774531485e+00 -1.690477210414027764e+00 1.433999999999990838e+00
1.897119412688294204e+00 -1.690520334476547371e+00 1.433999999999990838e+00
1.297115336064170066e+00 -1.896173030019534078e+00 1.433999999999990838e+00
1.896368679454919715e+00 -1.690563367323260957e+00 1.433999999999990838e+00
1.296273285072562231e+00 -1.896179236118662459e+00 1.433999999999990838e+00
1.895617927144893855e+00 -1.690606308726363860e+00 1.433999999999990838e+00
1.295431231389304827e+00 -1.896185150972208744e+00 1.433999999999990838e+00
1.894867155775497025e+00 -1.690649158483155556e+00 1.433999999999990838e+00
1.294589175146501958e+00 -1.896190774343113006e+00 1.433999999999990838e+00
1.894116365401071533e+00 -1.690691916373589176e+00 1.433999999999990838e+00
1.293747116468299652e+00 -1.896196105993926073e+00 1.433999999999990838e+00
1.893365556065273125e+00 -1.690734582181100176e+00 1.433999999999990838e+00
1.292905055487484134e+00 -1.896201145683991340e+00 1.433999999999990838e+00
1.292062992338433247e+00 -1.896205893175311630e+00 1.433999999999990838e+00
1.291220927147794129e+00 -1.896210348231234244e+00 1.433999999999990838e+00
1.290378860035847453e+00 -1.896214510616252014e+00 1.433999999999990838e+00
1.276913729216165194e+00 -1.898909373935742551e+00 1.434999999999990727e+00
1.925646300982304382e+00 -1.681874700316835280e+00 1.434999999999990727e+00
1.276070464250356196e+00 -1.898910284312272490e+00 1.434999999999990727e+00
1.924899407188316758e+00 -1.681917310524472020e+00 1.434999999999990727e+00
1.275227198946556229e+00 -1.898910897083723848e+00 1.434999999999990727e+00
1.924152494488435394e+00 -1.681959837632503563e+00 1.434999999999990727e+00
1.274383933438461014e+00 -1.898911212014819050e+00 1.434999999999990727e+00
1.923405562924269674e+00 -1.682002281426846935e+00 1.434999999999990727e+00
1.273540667853740871e+00 -1.898911228870742596e+00 1.434999999999990727e+00
1.922658612533108879e+00 -1.682044641697894027e+00 1.434999999999990727e+00
1.921911643347694820e+00 -1.682086918234982242e+00 1.434999999999990727e+00
1.921164655407590516e+00 -1.682129110827164542e+00 1.434999999999990727e+00
1.920417648742354544e+00 -1.682171219265924611e+00 1.434999999999990727e+00
1.919670623409512444e+00 -1.682213243332443264e+00 1.434999999999990727e+00
1.918923579416567549e+00 -1.682255182827933737e+00 1.434999999999990727e+00
1.918176516824001254e+00 -1.682297037531713668e+00 1.434999999999990727e+00
1.286626845920299189e+00 -1.898877507934444875e+00 1.434999999999990727e+00
1.917429435667283855e+00 -1.682338807233031863e+00 1.434999999999990727e+00
1.285783594350437653e+00 -1.898881829225504303e+00 1.434999999999990727e+00
1.916682335971653828e+00 -1.682380491726389149e+00 1.434999999999990727e+00
1.284940340922705815e+00 -1.898885855642009401e+00 1.434999999999990727e+00
1.915935217796000956e+00 -1.682422090791799496e+00 1.434999999999990727e+00
1.284097085774437375e+00 -1.898889586943042218e+00 1.434999999999990727e+00
1.915188081167155332e+00 -1.682463604223107145e+00 1.434999999999990727e+00
1.283253829030915227e+00 -1.898893022893187510e+00 1.434999999999990727e+00
1.914440926120587250e+00 -1.682505031808359197e+00 1.434999999999990727e+00
1.282410570830155194e+00 -1.898896163254422342e+00 1.434999999999990727e+00
1.281567311303351886e+00 -1.898899007786594151e+00 1.434999999999990727e+00
1.280724050577834561e+00 -1.898901556258277612e+00 1.434999999999990727e+00
1.279880788783888335e+00 -1.898903808428504814e+00 1.434999999999990727e+00
1.267223476976813146e+00 -1.901343683042301613e+00 1.435999999999990617e+00
1.945836227126630291e+00 -1.673956728574082176e+00 1.435999999999990617e+00
1.266379131388053025e+00 -1.901342783144128301e+00 1.435999999999990617e+00
1.945092849850819761e+00 -1.673997899737695638e+00 1.435999999999990617e+00
1.265534786263703637e+00 -1.901341582302149114e+00 1.435999999999990617e+00
1.944349454316107284e+00 -1.674038993672245956e+00 1.435999999999990617e+00
1.264690441745191407e+00 -1.901340080277697631e+00 1.435999999999990617e+00
1.943606040548754521e+00 -1.674080010172817712e+00 1.435999999999990617e+00
1.263846097955866554e+00 -1.901338276840300434e+00 1.435999999999990617e+00
1.942862608580593786e+00 -1.674120949031902228e+00 1.435999999999990617e+00
1.942119158454143957e+00 -1.674161810038812703e+00 1.435999999999990617e+00
1.941375690191687653e+00 -1.674202592989429306e+00 1.435999999999990617e+00
1.940632203839609105e+00 -1.674243297670224839e+00 1.435999999999990617e+00
1.939888699425647900e+00 -1.674283923876863200e+00 1.435999999999990617e+00
1.939145176992322916e+00 -1.674324471396999359e+00 1.435999999999990617e+00
1.938401636553731322e+00 -1.674364940030883986e+00 1.435999999999990617e+00
1.276949098405911087e+00 -1.901332427613954268e+00 1.435999999999990617e+00
1.937658078181041077e+00 -1.674405329555428645e+00 1.435999999999990617e+00
1.276104757049257188e+00 -1.901334977177548735e+00 1.435999999999990617e+00
1.936914501881073392e+00 -1.674445639772847549e+00 1.435999999999990617e+00
1.275260414626902872e+00 -1.901337228514055733e+00 1.435999999999990617e+00
1.936170907712490674e+00 -1.674485870465669768e+00 1.435999999999990617e+00
1.274416071270497497e+00 -1.901339181384261945e+00 1.435999999999990617e+00
1.935427295685069993e+00 -1.674526021436484990e+00 1.435999999999990617e+00
1.273571727111917795e+00 -1.901340835555716868e+00 1.435999999999990617e+00
1.934683665854517898e+00 -1.674566092467468348e+00 1.435999999999990617e+00
1.272727382285996356e+00 -1.901342190786672992e+00 1.435999999999990617e+00
1.271883036926656274e+00 -1.901343246844701129e+00 1.435999999999990617e+00
1.271038691168502766e+00 -1.901344003492967616e+00 1.435999999999990617e+00
1.270194345131134384e+00 -1.901344460496947386e+00 1.435999999999990617e+00
1.258237823905677288e+00 -1.903564501285067712e+00 1.436999999999990507e+00
1.965303653192915334e+00 -1.666295425391706608e+00 1.436999999999990507e+00
1.257392492479571189e+00 -1.903561895163765616e+00 1.436999999999990507e+00
1.964563678478892683e+00 -1.666335055370228302e+00 1.436999999999990507e+00
1.256547162278099705e+00 -1.903558985000531001e+00 1.436999999999990507e+00
1.963823686188998607e+00 -1.666374613709127983e+00 1.436999999999990507e+00
1.255701833432343761e+00 -1.903555770561959903e+00 1.436999999999990507e+00
1.963083676350176887e+00 -1.666414100205548809e+00 1.436999999999990507e+00
1.254856506089755186e+00 -1.903552251610336921e+00 1.436999999999990507e+00
1.962343648966065501e+00 -1.666453514665658053e+00 1.436999999999990507e+00
1.961603604117154731e+00 -1.666492856862628935e+00 1.436999999999990507e+00
1.960863541812766897e+00 -1.666532126601399710e+00 1.436999999999990507e+00
1.960123462091100777e+00 -1.666571323672281890e+00 1.436999999999990507e+00
1.959383364978759090e+00 -1.666610447873121847e+00 1.436999999999990507e+00
1.958643250501207689e+00 -1.666649499000925960e+00 1.436999999999990507e+00
1.957903118688687272e+00 -1.666688476850830769e+00 1.436999999999990507e+00
1.267974854989123656e+00 -1.903572675447100071e+00 1.436999999999990507e+00
1.957162969603952973e+00 -1.666727381203459091e+00 1.436999999999990507e+00
1.267129519159357898e+00 -1.903573554530292755e+00 1.436999999999990507e+00
1.956422803242684694e+00 -1.666766211869892267e+00 1.436999999999990507e+00
1.266284183008313136e+00 -1.903574132278606612e+00 1.436999999999990507e+00
1.955682619651266663e+00 -1.666804968637237039e+00 1.436999999999990507e+00
1.265438846661727013e+00 -1.903574408457305411e+00 1.436999999999990507e+00
1.954942418885405431e+00 -1.666843651290523809e+00 1.436999999999990507e+00
1.264593510261253329e+00 -1.903574382826276779e+00 1.436999999999990507e+00
1.954202200949421098e+00 -1.666882259635871000e+00 1.436999999999990507e+00
1.263748173941497299e+00 -1.903574055151791011e+00 1.436999999999990507e+00
1.262902837833198788e+00 -1.903573425201288583e+00 1.436999999999990507e+00
1.262057502071417758e+00 -1.903572492735131849e+00 1.436999999999990507e+00
1.261212166789167810e+00 -1.903571257522947535e+00 1.436999999999990507e+00
1.249870914862288629e+00 -1.905599479845303756e+00 1.437999999999990397e+00
1.984135264598545945e+00 -1.658862220922552089e+00 1.437999999999990397e+00
1.249024680102738927e+00 -1.905595261509190452e+00 1.437999999999990397e+00
1.983398591178168857e+00 -1.658900217069078087e+00 1.437999999999990397e+00
1.248178447287006776e+00 -1.905590736245847072e+00 1.437999999999990397e+00
1.982661900890644091e+00 -1.658938146919138212e+00 1.437999999999990397e+00
1.247332216546059414e+00 -1.905585903824661420e+00 1.437999999999990397e+00
1.981925193790882389e+00 -1.658976010257345424e+00 1.437999999999990397e+00
1.246485988018594782e+00 -1.905580764010333272e+00 1.437999999999990397e+00
1.981188469880702741e+00 -1.659013806894727994e+00 1.437999999999990397e+00
1.980451729197621802e+00 -1.659051536623761702e+00 1.437999999999990397e+00
1.979714971782339461e+00 -1.659089199235390444e+00 1.437999999999990397e+00
1.978978197651453996e+00 -1.659126794534499183e+00 1.437999999999990397e+00
1.978241406846574790e+00 -1.659164322311301065e+00 1.437999999999990397e+00
1.977504599383163253e+00 -1.659201782369765565e+00 1.437999999999990397e+00
1.976767775295780183e+00 -1.659239174503788217e+00 1.437999999999990397e+00
1.259618402266259096e+00 -1.905626016140727907e+00 1.437999999999990397e+00
1.976030934630582436e+00 -1.659276498504276942e+00 1.437999999999990397e+00
1.258772154942040089e+00 -1.905625316296985394e+00 1.437999999999990397e+00
1.975294077400302939e+00 -1.659313754174437383e+00 1.437999999999990397e+00
1.257925907997989867e+00 -1.905624312221761540e+00 1.437999999999990397e+00
1.974557203645414205e+00 -1.659350941307205396e+00 1.437999999999990397e+00
1.257079661558481831e+00 -1.905623003684456140e+00 1.437999999999990397e+00
1.973820313399794912e+00 -1.659388059697717965e+00 1.437999999999990397e+00
1.256233415777220586e+00 -1.905621390442095997e+00 1.437999999999990397e+00
1.973083406666400919e+00 -1.659425109155078903e+00 1.437999999999990397e+00
1.255387170775851047e+00 -1.905619472268663017e+00 1.437999999999990397e+00
1.254540926696481762e+00 -1.905617248924174945e+00 1.437999999999990397e+00
1.253694683673945320e+00 -1.905614720175568877e+00 1.437999999999990397e+00
1.252848441839208959e+00 -1.905611885790717386e+00 1.437999999999990397e+00
1.242052809328004770e+00 -1.907471040096475168e+00 1.438999999999990287e+00
2.002401883443109654e+00 -1.651633785296904744e+00 1.438999999999990287e+00
1.241205743786199633e+00 -1.907465295171320019e+00 1.438999999999990287e+00
2.001668420397830772e+00 -1.651670062839207143e+00 1.438999999999990287e+00
1.240358680867036156e+00 -1.907459240623184726e+00 1.438999999999990287e+00
2.000934941254381982e+00 -1.651706279189004700e+00 1.438999999999990287e+00
1.239511620703073191e+00 -1.907452876222697435e+00 1.438999999999990287e+00
2.000201446041071307e+00 -1.651742434145339722e+00 1.438999999999990287e+00
1.238664563433122368e+00 -1.907446201736296976e+00 1.438999999999990287e+00
1.999467934795415403e+00 -1.651778527503182215e+00 1.438999999999990287e+00
1.998734407519688006e+00 -1.651814559073067290e+00 1.438999999999990287e+00
1.998000864263456577e+00 -1.651850528643452387e+00 1.438999999999990287e+00
1.997267305043774144e+00 -1.651886436020496784e+00 1.438999999999990287e+00
1.996533729898384735e+00 -1.651922280997630166e+00 1.438999999999990287e+00
1.995800138840476023e+00 -1.651958063381734787e+00 1.438999999999990287e+00
1.995066531913476382e+00 -1.651993782964590318e+00 1.438999999999990287e+00
1.251809914641516031e+00 -1.907514965853806199e+00 1.438999999999990287e+00
1.994332909143079036e+00 -1.652029439545679157e+00 1.438999999999990287e+00
1.250962828807974603e+00 -1.907512770530829682e+00 1.438999999999990287e+00
1.993599270542926405e+00 -1.652065032932494848e+00 1.438999999999990287e+00
1.250115744016941477e+00 -1.907510268273462151e+00 1.438999999999990287e+00
1.992865616154627872e+00 -1.652100562917045323e+00 1.438999999999990287e+00
1.249268660405977727e+00 -1.907507458846064541e+00 1.438999999999990287e+00
1.992131945999329190e+00 -1.652136029301739972e+00 1.438999999999990287e+00
1.248421578105141094e+00 -1.907504342015422960e+00 1.438999999999990287e+00
1.991398260114319640e+00 -1.652171431881620300e+00 1.438999999999990287e+00
1.247574497264725579e+00 -1.907500917544448615e+00 1.438999999999990287e+00
1.246727418008649835e+00 -1.907497185202832402e+00 1.438999999999990287e+00
1.245880340476293924e+00 -1.907493144757393289e+00 1.438999999999990287e+00
1.245033264812949625e+00 -1.907488795973047990e+00 1.438999999999990287e+00
1.234725605792153402e+00 -1.909197653655794635e+00 1.439999999999990177e+00
2.020162340126159251e+00 -1.644590743561814783e+00 1.439999999999990177e+00
1.233877773821436818e+00 -1.909190460661481792e+00 1.439999999999990177e+00
2.019432005141364783e+00 -1.644625224342241454e+00 1.439999999999990177e+00
1.233029945116602022e+00 -1.909182955517889857e+00 1.439999999999990177e+00
2.018701654853867211e+00 -1.644659648830536947e+00 1.439999999999990177e+00
1.232182119808388876e+00 -1.909175137996194982e+00 1.439999999999990177e+00
2.017971289303911675e+00 -1.644694016821293792e+00 1.439999999999990177e+00
1.231334298044476583e+00 -1.909167007860854692e+00 1.439999999999990177e+00
2.017240908496500396e+00 -1.644728328126705996e+00 1.439999999999990177e+00
2.016510512449595893e+00 -1.644762582550705510e+00 1.439999999999990177e+00
2.015780101222087950e+00 -1.644796779880974169e+00 1.439999999999990177e+00
2.015049674814886060e+00 -1.644830919930028612e+00 1.439999999999990177e+00
2.014319233269144860e+00 -1.644865002492927664e+00 1.439999999999990177e+00
2.013588776585319096e+00 -1.644899027382359158e+00 1.439999999999990177e+00
2.012858304822298550e+00 -1.644932994386246738e+00 1.439999999999990177e+00
1.244491585308086457e+00 -1.909258076579218422e+00 1.439999999999990177e+00
